name_document,len_tess,len_llm,levenshtein_distance,normalized_levenshtein,jaro_winkler_similarity,word_error_rate,sequence_matcher_ratio,length_difference,key,layout,binary
rsc37_rsc176_628.txt,3968,3234,1322,0.3331653225806452,0.7735778443156681,0.6571815718157181,0.21660649819494585,-734,binarysimple,0,1
rsc37_rsc176_557.txt,3463,2929,1155,0.3335258446433728,0.7736511704982734,0.6537356321839081,0.31320400500625784,-534,binarysimple,0,1
rsc37_rsc176_717.txt,5283,4653,1117,0.21143289797463563,0.8594176592556535,0.4654427645788337,0.4688003220611916,-630,binarysimple,0,1
rsc37_rsc176_361.txt,4181,3659,967,0.2312843817268596,0.785637886221639,0.5083102493074793,0.32576530612244897,-522,binarysimple,0,1
rsc37_rsc176_583.txt,2924,2226,1353,0.4627222982216142,0.7489769157579285,0.7370304114490162,0.18135922330097087,-698,binarysimple,0,1
rsc37_rsc176_480.txt,2926,2416,1042,0.35611756664388244,0.7743357565464019,0.679144385026738,0.42568326469487083,-510,binarysimple,0,1
rsc37_rsc176_873.txt,10432,7493,4437,0.4253259202453988,0.7477957312734448,0.6655405405405406,0.09193863319386332,-2939,binarysimple,0,1
rsc37_rsc176_477.txt,4138,3601,1128,0.2725954567423876,0.7918343767184796,0.5876712328767123,0.3452642460266184,-537,binarysimple,0,1
rsc37_rsc176_516.txt,2647,2594,597,0.22553834529656214,0.8073949446981094,0.4969939879759519,0.2705590536157222,-53,binarysimple,0,1
rsc37_rsc176_686.txt,3588,1784,2317,0.6457636566332219,0.6641430829753076,0.8131699846860643,0.11950856291883842,-1804,binarysimple,0,1
rsc37_rsc176_598.txt,3368,3125,1143,0.3393705463182898,0.7805543946443539,0.6721311475409836,0.2116125057754505,-243,binarysimple,0,1
rsc37_rsc176_560.txt,3117,3052,333,0.1068334937439846,0.8923442609570801,0.2807971014492754,0.6325174258388718,-65,binarysimple,0,1
rsc37_rsc176_648.txt,4112,3941,874,0.21254863813229571,0.804062958959768,0.5486968449931413,0.30671799329442445,-171,binarysimple,0,1
rsc37_rsc176_708.txt,2481,1655,1655,0.6670697299476017,0.6963231670416645,0.8843283582089553,0.02562862669245648,-826,binarysimple,0,1
rsc37_rsc176_501.txt,3259,2993,900,0.27615833077631174,0.8204128931980481,0.5901926444833625,0.33205374280230326,-266,binarysimple,0,1
rsc37_rsc176_364.txt,7072,4620,4000,0.5656108597285068,0.7215168961115417,0.7729257641921398,0.10862127950735545,-2452,binarysimple,0,1
rsc37_rsc176_336.txt,2896,2591,853,0.29454419889502764,0.789107718720721,0.5717017208413002,0.14069619099690175,-305,binarysimple,0,1
rsc37_rsc176_702.txt,3511,3235,1272,0.3622899458843634,0.7880680019718763,0.6897081413210445,0.1420100800474355,-276,binarysimple,0,1
rsc37_rsc176_830.txt,3428,2632,1585,0.46236872812135354,0.7537487039802143,0.7067307692307693,0.10396039603960396,-796,binarysimple,0,1
